"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Aug 22 12:53:38 GMT 2023","Tue Aug 22 12:53:41 GMT 2023","2753","","test_allure","","","","test_if_issue_is_visible",""
